annotation_dataset	contig	gene	start_position	end_position	strandedness	AMG	rank	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	virsorter_category	auxiliary_score	is_transposon	amg_flags	AMG_gene_id	AMG_gene_description	AMG_category	AMG_header	AMG_subheader	AMG_module	ARAGORN_tRNA_count	ARAGORN_tRNA_species
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_26	21070	21606	-		C	xbv:XBW1_1592		xbv:XBW1_1592  Lysozyme	False	0.77	275.0	4.443e-82	YP_009909760.1	YP_009909760.1 Phage lysin, 1,4-beta-N-acetylmuramidase (EC or lysozyme [Escherichia phage 2H10]	False	0.625	219.0	1.064e-64								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)				0.0	1.0	1.0	False	A								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_27	21608	21895	-		C	smw:SMWW4_v1c19260		smw:SMWW4_v1c19260  putative bacteriophage protein	False	0.489	69.0	5.8e-12																				0.0	2.0	1.0	False									
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_28	21914	22117	-		C	pstw:DSJ_18845		pstw:DSJ_18845  phage tail protein	False	0.711	98.0	7.272999999999999e-23	YP_001718742.1	YP_001718742.1 P2 gpX-like tail protein [Salmonella virus Fels2]	False	0.625	85.0	3.0060000000000004e-20								Phage Tail Protein X [PF05489.15]						0.0	0.0	1.0	False									
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_29	22117	22605	-		C	mmk:MU9_2042		mmk:MU9_2042  hypothetical protein	False	0.59	185.0	5.056e-51	YP_009877397.1	YP_009877397.1 Ad1 Phage adapter protein [Escherichia virus P88-4B11]	False	0.469	142.0	3.596e-38								Phage head completion protein (GPL) [PF05926.14]			VOG07854	sp|P25475|VPL_BPP2 Head completion/stabilization protein; Xu	Xu	0.0	2.0	1.0	False									
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_30	22708	23403	-		C	pcv:BCS7_13320		pcv:BCS7_13320  terminase	False	0.514	214.0	1.002e-59	YP_009877396.1	YP_009877396.1 TermS, terminase small subunit [Escherichia virus P88-4B11]	False	0.443	178.0	2.194e-49								Phage small terminase subunit [PF05944.15]			VOG07853	sp|P25476|VPM_BPP2 Terminase, endonuclease subunit; Xr	Xr	0.0	1.0	1.0	False	V								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_31	23596	24474	-		C	mmk:MU9_2040		mmk:MU9_2040  hypothetical protein	False	0.679	384.0	1.285e-117	YP_001718745.1	YP_001718745.1 P2 gpN-like major capsid protein [Salmonella virus Fels2]	False	0.451	222.0	1.798e-63								Phage major capsid protein, P2 family [PF05125.15]			VOG01402	sp|P25477|CAPSD_BPP2 Capsid proteins; XhXs	Xh;Xs	0.0	2.0	1.0	False	V								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_32	24521	25342	-		C	mmk:MU9_2039		mmk:MU9_2039  hypothetical protein	False	0.436	211.0	4.81e-58	YP_009877393.1	YP_009877393.1 Phage capsid scaffolding protein [Escherichia virus P88-4B11]	False	0.285	118.0	3.336e-28	MER0275504	S73	MER0275504 - gpO peptidase (Enterobacteria phage P2) (Escherichia coli) [S73.001]#S73#{peptidase unit: 41-306}~source EGB76002~	False	0.355	153.0	1.7829999999999998e-39	Phage capsid scaffolding protein (GPO) serine peptidase [PF05929.14]			VOG07852	sp|P25478|SCAF_BPP2 Capsid assembly scaffolding protein; XhXs	Xh;Xs	0.0	2.0	1.0	False	VP								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_33	25494	27095	+		C	ebi:EbC_01040		ebi:EbC_01040  gpP; Probable terminase, ATPase subunit	False	0.673	606.0	7.481999999999999e-190	YP_009877392.1	YP_009877392.1 Phage terminase, ATPase subunit [Escherichia virus P88-4B11]	False	0.546	537.0	4.498e-168								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Putative ATPase subunit of terminase (gpP-like) [PF06056.15]; Terminase RNaseH-like domain [PF17289.5]			VOG00161	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0.0	0.0	1.0	False	V								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_34	27219	28274	+		C	prg:RB151_021620		prg:RB151_021620  Phage portal protein	False	0.922	482.0	2.191e-150	YP_009877391.1	YP_009877391.1 Presumed portal vertex protein [Escherichia virus P88-4B11]	False	0.594	367.0	1.023e-112								Phage portal protein [PF04860.15]			VOG00073	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xr;Xh;Xs	0.0	0.0	2.0	False	V								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_35	28673	29128	-		E																											0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_36	29543	30118	-		C	raa:Q7S_09415		raa:Q7S_09415  hypothetical protein	False	0.306	75.0	1.526e-12																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_37	30391	31281	-		A	psx:DR96_3029		psx:DR96_3029  D12 class N6 adenine-specific DNA methyltransferase family protein	True	0.938	582.0	3.2069999999999998e-186	YP_009174117.1	YP_009174117.1 putative D12 class N6 adenine-specific DNA methyltransferase [Yellowstone lake mimivirus]	False	0.23	79.0	5.926e-15								D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]			VOG00163	sp|P12427|DMA_BPT2 DNA adenine methylase; XhXpXr	Xp;Xr;Xh	0.0	1.0	2.0	False	V								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_38	31368	32774	-		C	psx:DR96_3028		psx:DR96_3028  parB-like nuclease domain protein	False	0.943	927.0	2.481e-302																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_39	33368	36028	-		C	prg:RB151_021590		prg:RB151_021590  hypothetical protein	False	0.952	1773.0	0.0														Toprim-like [PF13155.9]			VOG10405	REFSEQ toprim domain-containing protein; Xu	Xu	0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_40	36106	36327	-		C	prg:RB151_021580		prg:RB151_021580  hypothetical protein	False	0.981	153.0	7.313e-42	YP_009877336.1	YP_009877336.1 Uncharacterized zinc-finger containing protein YbiI [Escherichia virus P2-4E6b]	False	0.51	70.0	9.675e-15								Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]						0.0	1.0	2.0	False	F								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_41	36320	36541	-		C	mmk:MU9_2031		mmk:MU9_2031  hypothetical protein	False	0.558	81.0	1.559e-16														Protein of unknown function (DUF2732) [PF10809.11]						0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_42	36643	36954	-		E																											0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_43	36944	37141	-		C	pmr:PMI2004		pmr:PMI2004  putative phage protein	False	0.769	81.0	7.682e-17																				0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_44	37138	37404	-		C	mmk:MU9_2026		mmk:MU9_2026  hypothetical protein	False	0.78	128.0	7.038e-33	YP_009877199.1	YP_009877199.1 Cox [Escherichia virus P2-2H1]	False	0.577	104.0	2.0180000000000003e-26								Regulatory phage protein cox [PF10743.12]			VOG00603	sp|P07695|VCOX_BPP2 Regulatory protein cox; Xh	Xh	0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_45	37507	37806	+		C	raa:Q7S_07070		raa:Q7S_07070  phage repressor protein C	False	0.737	150.0	3.294e-40	YP_009877376.1	YP_009877376.1 C protein [Escherichia virus P2-4A7b]	False	0.675	136.0	3.394e-37														0.0	1.0	2.0	False	F								
DRAMv	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004	Sample_46_contig_1_1_partial_1__excised_start_1_end_38856_len_71004_46	37870	38856	+		C	hav:AT03_11755		hav:AT03_11755  integrase	False	0.649	421.0	1.663e-129	YP_009877198.1	YP_009877198.1 Integrase [Escherichia virus P2-2H1]	False	0.612	391.0	2.491e-121								Phage integrase family [PF00589.25]			VOG00018	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0.0	1.0	5.0	False	VF								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_1	52	768	-		C	yrb:UGYR_04550		yrb:UGYR_04550  prophage protein	False	0.657	227.0	3.052e-64	YP_009909740.1	YP_009909740.1 Hypothetical protein yfdR [Escherichia phage 2H10]	False	0.622	212.0	5.455e-61								5'-deoxynucleotidase YfbR-like [PF12917.10]			VOG01812	sp|P76514|YFDR_ECOLI Uncharacterized protein YfdR; Xu	Xu	0.0	1.0	5.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_2	820	1647	-		A	pmr:PMI0900		pmr:PMI0900  prophage protein	True	0.684	377.0	2.397e-115	YP_009909741.1	YP_009909741.1 FIG00642676: hypothetical protein [Escherichia phage 2H10]	False	0.575	306.0	5.9779999999999996e-93								Uncharacterized conserved protein (DUF2303) [PF10065.12]			VOG07945	sp|P76513|YFDQ_ECOLI Uncharacterized protein YfdQ; Xu	Xu	0.0	1.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_3	1709	2080	-		C	yew:CH47_3889		yew:CH47_3889  hypothetical protein	False	0.795	203.0	5.694000000000001e-58	YP_009909742.1	YP_009909742.1 FIG00638873: hypothetical protein [Escherichia phage 2H10]	False	0.595	141.0	1.234e-38											VOG01454	sp|P76512|YFDP_ECOLI Uncharacterized protein YfdP; Xu	Xu	0.0	1.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_4	2276	2467	-		C	prg:RB151_033300		prg:RB151_033300  hypothetical protein	False	0.626	80.0	1.313e-16														Global regulator protein family [PF02599.19]			VOG04597	sp|C4K832|CSRA_HAMD5 Translational regulator CsrA; Xr	Xr	0.0	2.0	2.0	False	VF								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_5	2571	2840	+		C	esc:Entcl_1836		esc:Entcl_1836  hypothetical protein	False	0.631	106.0	7.012e-25																				0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_6	2809	3045	-		E																											0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_7	3055	3264	-		C	pala:CO695_17790		pala:CO695_17790  hypothetical protein	False	0.579	88.0	4.229e-19																				0.0	2.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_8	3615	4277	-		A	pala:CO695_17785		pala:CO695_17785  helix-turn-helix domain-containing protein	True	0.96	446.0	1.5489999999999999e-140														Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]; Helix-turn-helix [PF01381.25]; Cro/C1-type HTH DNA-binding domain [PF13443.9]			VOG01383	sp|P03034|RPC1_LAMBD Repressor protein cI; Xp	Xp	0.0	1.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_9	4319	4540	+		C	pala:CO695_17780		pala:CO695_17780  transcriptional regulator	False	0.985	154.0	3.8830000000000004e-42														Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]; DNA-binding transcriptional regulator Cro [PF14549.9]			VOG00104	sp|P03040|RCRO_LAMBD Regulatory protein cro; XhXp	Xp;Xh	0.0	1.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_10	4591	5049	+		C	prg:RB151_033240		prg:RB151_033240  hypothetical protein	False	0.858	273.0	1.1979999999999999e-81														Phage regulatory protein CII (CP76) [PF06892.14]			VOG00937	sp|P21316|YR7B_ECOLX Putative uncharacterized protein ORFB in retron EC67; Xu	Xu	0.0	1.0	2.0	False	F								
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_11	5046	5309	+		C	pmr:PMI0907		pmr:PMI0907  phage protein	False	0.776	85.0	9.186e-18																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_12	5266	5478	+		C	pala:CO695_17765		pala:CO695_17765  DUF4222 domain-containing protein	False	0.872	120.0	2.2530000000000003e-30														Domain of unknown function (DUF4222) [PF13973.9]						0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_13	5487	6536	+		C	pala:CO695_13065		pala:CO695_13065  hypothetical protein	False	0.879	315.0	1.495e-92	YP_009909545.1	YP_009909545.1 Replication protein O [Escherichia virus Lambda_1H12]	False	0.454	105.0	3.169e-23								Helix-turn-helix domain [PF13730.9]			VOG00624	REFSEQ helix-turn-helix domain-containing protein; Xu	Xu	0.0	1.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_14	6536	6781	+		C	prg:RB151_033200		prg:RB151_033200  hypothetical protein	False	0.536	85.0	6.946e-18																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_15	6781	7314	+		C	pala:CO695_17750		pala:CO695_17750  phage N-6-adenine-methyltransferase	False	0.816	299.0	2.552e-90	YP_009909549.1	YP_009909549.1 Phage-associated DNA N-6-adenine methyltransferase [Escherichia virus Lambda_1H12]	False	0.724	246.0	4.947e-74								DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]			VOG02631	sp|P51715|YO13_BPHC1 Uncharacterized adenine-specific methylase; Xh	Xh	0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_16	7311	7775	+		C	prg:RB151_033180		prg:RB151_033180  hypothetical protein	False	0.407	108.0	1.753e-24																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_17	7870	8046	+		C	pala:CO695_17740		pala:CO695_17740  hypothetical protein	False	0.7	74.0	1.204e-14														Restriction alleviation protein Lar [PF14354.9]						0.0	1.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_18	8173	8973	+		C	mmk:MU9_2677		mmk:MU9_2677  Phage-related protein	False	0.638	332.0	4.554e-100	YP_009909753.1	YP_009909753.1 hypothetical protein H3V32_gp46 [Escherichia phage 2H10]	False	0.589	297.0	5.642999999999999e-90								KilA-N domain [PF04383.16]						0.0	1.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_19	8975	9514	+		A	prg:RB151_033150		prg:RB151_033150  hypothetical protein	True	0.955	361.0	6.283e-112	YP_009909754.1	YP_009909754.1 Putative cytoplasmic protein [Escherichia phage 2H10]	False	0.722	164.0	1.606e-45								Protein of unknown function (DUF968) [PF06147.14]						0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_20	9546	9983	+		C	pmr:PMI0957		pmr:PMI0957  probable phage antitermination protein	False	0.653	163.0	1.119e-43	YP_009909555.1	YP_009909555.1 Antitermination protein Q [Escherichia virus Lambda_1H12]	False	0.441	100.0	4.121e-24								Phage antitermination protein Q [PF06530.15]			VOG01397	sp|O48429|REGQ_BPH19 Antitermination protein Q; Xu	Xu	0.0	1.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_21	10114	10494	+		C	ppar:A8F97_11990		ppar:A8F97_11990  hypothetical protein	False	0.524	123.0	3.4040000000000004e-30																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_22	10680	11471	-		C	pmon:X969_12430		pmon:X969_12430  hypothetical protein	False	0.306	125.0	1.1340000000000002e-28																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_23	11649	11972	+		C	elh:ETEC_4332		elh:ETEC_4332  hypothetical phage protein	False	0.65	139.0	4.634e-36														T3SS negative regulator,GrlR [PF16518.8]						0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_24	12253	12666	+		C	prg:RB151_033100		prg:RB151_033100  hypothetical protein	False	0.873	251.0	2.042e-74														Putative phage holin [PF16931.8]						0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_25	12666	13034	+		C	prg:RB151_033090		prg:RB151_033090  hypothetical protein	False	0.82	208.0	6.513e-60																				0.0	2.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_26	13031	13525	+		C	pala:CO695_17700		pala:CO695_17700  TIGR02594 family protein	False	0.672	222.0	1.0040000000000001e-63	YP_009788036.1	YP_009788036.1 putative peptidoglycan hydrolase [Pectobacterium phage PP101]	False	0.604	195.0	1.289e-56														0.0	0.0	2.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_27	13527	13904	+		C	prg:RB151_033070		prg:RB151_033070  hypothetical protein	False	0.852	223.0	6.304e-65																				0.0	1.0	1.0	False									
DRAMv	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755	Sample_46_contig_1_fragment_4_1__excised_start_18014_end_56755_len_56755_28	14743	15282	+		C	psi:S70_04560		psi:S70_04560  hypothetical protein	False	0.427	129.0	1.986e-31																				0.0	2.0	1.0	False									
